shelter name,city,state,address,website,phone
Taking it By Force Women's Weekend Shelter,Point Clear,alabama,"3801C St. Stephens Road, Mobile, AL 36612",,251-458-8478
Mary's Shelter Gulf Coast,Point Clear,alabama,"14001 Boros Rd, Elberta, AL 36530",,
Women In Crisis Homeless Shelter Inc.,Point Clear,alabama,"9030 Broadus Loop Rd., Eight Mile, AL 36613",,
Faith Rescue Mission,Prattville,alabama,"108 Camden Street, Montgomery, AL 36104",,
Family Promise of Montgomery Services,Prattville,alabama,"28 Crenshaw Street, Montgomery, AL 36104",,
Mary Ellen's Hearth AT Nellie Burge Community Center,Prattville,alabama,"1226 Clay Street, Montgomery, AL 36104",http://maryellenshearth.org/,
Salvation Army Montgomery,Prattville,alabama,"900 Maxwell Boulevard, Montgomery, AL 36104",http://salvationarmyalm.org/montgomery/,334.269.2018
Vision of Grace Transition Home,Prattville,alabama,"2764 Vandy Dr, Montgomery, AL 36110",http://www.visionofgracetransitionhome.org,310-925-0801
Vision of Grace Transition Home,Prattville,alabama,"2764 Vandy Dr, Montgomery, AL 36110",,
Renascence In Prisoner Re-entry,Prattville,alabama,"215 Clayton Street, Montgomery, AL 36104",http://www.halfway-home.net/main.html,334-832-1402
Genesis House - Aid To Inmate Mothers,Prattville,alabama,"660 Morgan Avenue, Montgomery, AL 36104",http://www.inmatemoms.org,
Montgomery Rescue Mission,Prattville,alabama,"17 Mildred Street, Montgomery, AL 36104",,
Friendship Mission For Men,Prattville,alabama,"3561 Mobile Highway, Montgomery, AL 36108",,
Return To Reality - Recovery House For Women,Prattville,alabama,"1000 East South Blvd, Montgomery, AL 36105",http://www.return2reality.org/,
Salvation Army Center of Hope Decatur,Priceville,alabama,"114 14th St SW, Decatur, AL 35601",http://salvationarmyalm.org/decatur/center-of-hope/,256-353-2822
Tennessee Valley Outreach Mission,Priceville,alabama,"2117 Old Moulton Heights Road, Decatur, AL 35602",http://www.tennesseevalleyoutreach.org/,
New Futures Family Lodge Huntsville,Priceville,alabama,"5429 Oakwood Rd, Huntsville, AL 35806",,
Downtown Rescue Mission,Priceville,alabama,"1400 Evangel Drive, Huntsville, AL 35816",https://www.downtownrescuemission.org/,256-536-2441
The Salvation Army Huntsville Emergency Shelter and Lodge,Priceville,alabama,"305 Seminole, Huntsville, AL 35805",http://salvationarmyalm.org/huntsville/,256-536-8876
The Studio Shelter and Services,Priceville,alabama,"1001 Oakwood Avenue, Huntsville, AL 35801",https://hmcpl.org/community/studio-shelter-and-services,256-489-8088
Hope's Inn For Single Mothers,Roanoke,alabama,"PO Box 145, Lafayette, AL 36862",,334-864-0890
Baptist Tabernacle Food Closet,Roanoke,alabama,"849 South Davis Road, Lagrange, GA 30241",http://www.baptisttabernacle.ws,706-882-0087
Ground Zero Rescue Mission Phil Campbell,Russellville,alabama,"3471 Broad Street, Phil Campbell, AL 35581",,
Sunrise Center,Russellville,alabama,"2120 West 17th Street, Sheffield, AL 35660",,
Crossroads Community Outreach,Russellville,alabama,"318 S. Court Street, Florence, AL 35630",https://www.crossroadsco.org/,
Salvation Army Florence,Russellville,alabama,"1601 Huntsville Road, Florence, AL 35630",http://salvationarmyalm.org/florence/services/,(256) 764-4432
Taking it By Force Women's Weekend Shelter,Saraland,alabama,"3801C St. Stephens Road, Mobile, AL 36612",,251-458-8478
Waterfront Rescue Mission of Alabama,Saraland,alabama,"279A North Washington Ave, Mobile, AL 36603",https://mobilerescuemission.org/,888-853-8655
Family Promise of Coastal Alabama Mobile,Saraland,alabama,"1260 Dauphin Street, Mobile, AL 36604",http://www.familypromisemobile.org/,
Salvation Army Mobile - Dauphin Way Lodge,Saraland,alabama,"1009 Dauphin Street, Mobile, AL 38604",http://www.salvationarmymobile.org/,251-438-1625
Women In Crisis Homeless Shelter Inc.,Saraland,alabama,"9030 Broadus Loop Rd., Eight Mile, AL 36613",,
Housing First The Homeless Coalition,Saraland,alabama,"273 Azalea Rd, Bldg 3, Suite 110, Mobile, AL 36607",http://www.hfal.org/,
McKemie Place,Saraland,alabama,"913 Broad Street, Mobile, AL 36603",http://mckemieplace.org/,(251) 432-1122
The Shoulder Rehab For Men,Saraland,alabama,"4901 Battleship Parkway, Spanish Fort, AL 36577",,
Mission of Hope For Men and Women,Saraland,alabama,"14970 Mission Road, Mobile, AL 36608",http://www.missionofhopeministries.net,
Life Resource Services of Jackson County,Scottsboro,alabama,"304 South Andrews St, Scottsboro, AL 35768",https://liferesourceservic.wixsite.com/liferss,
Albertville Downtown Rescue Mission,Scottsboro,alabama,"5850 US Hwy 431, Suite 36, Albertville, AL 35950",https://downtownrescuemission.org/,
,Selma,alabama,",",,
Sunrise Center,Sheffield,alabama,"2120 West 17th Street, Sheffield, AL 35660",,
Crossroads Community Outreach,Sheffield,alabama,"318 S. Court Street, Florence, AL 35630",https://www.crossroadsco.org/,
Salvation Army Florence,Sheffield,alabama,"1601 Huntsville Road, Florence, AL 35630",http://salvationarmyalm.org/florence/services/,(256) 764-4432
House of Love and Mercy,Shorter,alabama,"508 Jordan Avenue, Tallassee, AL 36078",,334-283-8116
BRIDGES shelter for Teen Girls,Shorter,alabama,"206 East Oak Street, Tuskegee, AL 36083",,
Vision of Grace Transition Home,Shorter,alabama,"2764 Vandy Dr, Montgomery, AL 36110",,
Vision of Grace Transition Home,Shorter,alabama,"2764 Vandy Dr, Montgomery, AL 36110",http://www.visionofgracetransitionhome.org,310-925-0801
Montgomery Rescue Mission,Shorter,alabama,"17 Mildred Street, Montgomery, AL 36104",,
Renascence In Prisoner Re-entry,Shorter,alabama,"215 Clayton Street, Montgomery, AL 36104",http://www.halfway-home.net/main.html,334-832-1402
Genesis House - Aid To Inmate Mothers,Shorter,alabama,"660 Morgan Avenue, Montgomery, AL 36104",http://www.inmatemoms.org,
Salvation Army Center of Hope Decatur,Somerville,alabama,"114 14th St SW, Decatur, AL 35601",http://salvationarmyalm.org/decatur/center-of-hope/,256-353-2822
Tennessee Valley Outreach Mission,Somerville,alabama,"2117 Old Moulton Heights Road, Decatur, AL 35602",http://www.tennesseevalleyoutreach.org/,
Downtown Rescue Mission,Somerville,alabama,"1400 Evangel Drive, Huntsville, AL 35816",https://www.downtownrescuemission.org/,256-536-2441
The Salvation Army Huntsville Emergency Shelter and Lodge,Somerville,alabama,"305 Seminole, Huntsville, AL 35805",http://salvationarmyalm.org/huntsville/,256-536-8876
New Futures Family Lodge Huntsville,Somerville,alabama,"5429 Oakwood Rd, Huntsville, AL 35806",,
The Studio Shelter and Services,Somerville,alabama,"1001 Oakwood Avenue, Huntsville, AL 35801",https://hmcpl.org/community/studio-shelter-and-services,256-489-8088
The Shoulder Rehab For Men,Spanish Fort,alabama,"4901 Battleship Parkway, Spanish Fort, AL 36577",,
McKemie Place,Spanish Fort,alabama,"913 Broad Street, Mobile, AL 36603",http://mckemieplace.org/,(251) 432-1122
Waterfront Rescue Mission of Alabama,Spanish Fort,alabama,"279A North Washington Ave, Mobile, AL 36603",https://mobilerescuemission.org/,888-853-8655
Salvation Army Mobile - Dauphin Way Lodge,Spanish Fort,alabama,"1009 Dauphin Street, Mobile, AL 38604",http://www.salvationarmymobile.org/,251-438-1625
Family Promise of Coastal Alabama Mobile,Spanish Fort,alabama,"1260 Dauphin Street, Mobile, AL 36604",http://www.familypromisemobile.org/,
Taking it By Force Women's Weekend Shelter,Spanish Fort,alabama,"3801C St. Stephens Road, Mobile, AL 36612",,251-458-8478
Housing First The Homeless Coalition,Spanish Fort,alabama,"273 Azalea Rd, Bldg 3, Suite 110, Mobile, AL 36607",http://www.hfal.org/,
Family Promise of Baldwin County Homeless Services,Spanish Fort,alabama,"15765 Hwy 59 North , C, Foley, AL 36535",,
Women In Crisis Homeless Shelter Inc.,Spanish Fort,alabama,"9030 Broadus Loop Rd., Eight Mile, AL 36613",,
Salvation Army Foley Alabama,Spanish Fort,alabama,"620 N. McKenzie, Foley, AL 36535",,459-6125
Mary's Shelter Gulf Coast,Spanish Fort,alabama,"14001 Boros Rd, Elberta, AL 36530",,
Big Oak ranch Girls Facility,Springville,alabama,"6000 Shelley Drive, Springville, AL 35147",http://www.bigoak.org,(205) 467-6226
A House of Refuge,Springville,alabama,"285 Larocko Road, Oneonta, AL 35121",,205-274-4956
Clay Veterans Center,Springville,alabama,"2124 Old Springville Road, Center Point, AL 35212",,
Big Oak Ranch Boys,Springville,alabama,"250 Jake Mintz Road, Gadsden, AL 35905",http://www.bigoak.org/,(256) 892-0773
The Love Center,Springville,alabama,"915 S 12th Street, Gadsden, AL 35901",,
Thirteenth Place Youth Shelter,Springville,alabama,"405 South 12th Street, Gadsden, AL 35901",http://www.thirteenthplace.com/,256-547-8971
The Salvation Army Gadsden Homeless Shelter And Services,Springville,alabama,"114 North 11th Street, Gadsden, AL 35901",,256-546-4673
The Lovelady Center,Springville,alabama,"7916 2nd Ave S, Birmingham, AL 35206",http://www.loveladycenter.org/,
YWCA Interfaith Hospitality House for Families,Springville,alabama,"5916 1st Ave S, Birmingham, AL 35212",http://www.ywcabham.org/housing-families-experiencing-homelessness,(205) 591-4302
The Lighthouse for Recovery Ministries,Springville,alabama,"140 58th St N, Birmingham, AL 35212",,
Community Kitchens of Birmingham,Springville,alabama,"5712 1st Avenue North, Birmingham, AL 35212",http://thecommunitykitchens.org/services/,251-3521
Jefferson-Blount-st. Clair Mental Health/Mental Retardation Authority,Springville,alabama,"940 Montclair Road, Birmingham, AL 35213",http://www.jbsmha.com/,(205) 595-4555
Presbyterian Home for Children,Springville,alabama,"905 Ashland Highway, Talladega, AL 35160",,
Presbyterian Home for Children,Sylacauga,alabama,"905 Ashland Highway, Talladega, AL 35160",,
Presbyterian Home for Children,Talladega,alabama,"905 Ashland Highway, Talladega, AL 35160",,
Alabama Baptist Children's Homes and Family Ministries,Talladega,alabama,"1210 Friendship Rd, Oxford, AL 36203",,
Salvation Army Anniston  Emergency Services,Talladega,alabama,"420 Noble Street, Anniston, AL 36201",,236-5644
Salvation Army Domestic Violence and Womens Shelter,Talladega,alabama,"PO Box 218, Anniston, AL 36202",,(256) 236-5644
Big Oak ranch Girls Facility,Talladega,alabama,"6000 Shelley Drive, Springville, AL 35147",http://www.bigoak.org,(205) 467-6226
House of Love and Mercy,Tallassee,alabama,"508 Jordan Avenue, Tallassee, AL 36078",,334-283-8116
BRIDGES shelter for Teen Girls,Tallassee,alabama,"206 East Oak Street, Tuskegee, AL 36083",,
Vision of Grace Transition Home,Tallassee,alabama,"2764 Vandy Dr, Montgomery, AL 36110",,
Vision of Grace Transition Home,Tallassee,alabama,"2764 Vandy Dr, Montgomery, AL 36110",http://www.visionofgracetransitionhome.org,310-925-0801
,Thomasville,alabama,",",,
Christian Mission Bargain Center Shelter and Services Troy,Troy,alabama,"104 Pecan Street, Troy, AL 36081",,
Christian Mission Bargain Center Shelter and Services Elba,Troy,alabama,"342 North Court Street, Elba, AL 36323",,
Dale County Rescue Mission,Troy,alabama,"182 Martin St, Ozark, AL 36360",,
Clay Veterans Center,Trussville,alabama,"2124 Old Springville Road, Center Point, AL 35212",,
The Lovelady Center,Trussville,alabama,"7916 2nd Ave S, Birmingham, AL 35206",http://www.loveladycenter.org/,
YWCA Interfaith Hospitality House for Families,Trussville,alabama,"5916 1st Ave S, Birmingham, AL 35212",http://www.ywcabham.org/housing-families-experiencing-homelessness,(205) 591-4302
The Lighthouse for Recovery Ministries,Trussville,alabama,"140 58th St N, Birmingham, AL 35212",,
Community Kitchens of Birmingham,Trussville,alabama,"5712 1st Avenue North, Birmingham, AL 35212",http://thecommunitykitchens.org/services/,251-3521
Jefferson-Blount-st. Clair Mental Health/Mental Retardation Authority,Trussville,alabama,"940 Montclair Road, Birmingham, AL 35213",http://www.jbsmha.com/,(205) 595-4555
Priority Veteran Birmingham,Trussville,alabama,"3600 8th Avenue South, Birmingham, AL 35222",http://priorityveteran.org/,866-460-3827
Jessies Place - Homeless Shelter for Women and Children,Trussville,alabama,"2305 5th Avenue North, Birmingham, AL 35203",https://jimmiehalemission.com,(205) 323-0170
Jimmie Hale Mission Shelter - Shepura Mens Center,Trussville,alabama,"3420 2nd Avenue North, Birmingham, AL 35222",https://jimmiehalemission.com,(205) 324-2271
First Light,Trussville,alabama,"2230 Fourth Avenue, North Birmingham, AL 35203",https://www.firstlightshelter.org,205-323-4277
First Light Women Childrens Shelter and Services,Trussville,alabama,"2230 Fourth Avenue North, Birmingham, AL 35203",http://www.firstlightshelter.org/,
Pathways - For Women,Trussville,alabama,"409 Richard Arrington Jr. Blvd. N, Birmingham, AL 35203",,
Birmingham PATH Center,Trussville,alabama,"409 21st Street N, Birmingham, AL 35203",http://www.pathwayshome.org/,205-322-6854
Salvation Army of Greater Birmingham Emergency Housing,Trussville,alabama,"2015 26th Avenue North, Birmingham, AL 35234",http://salvationarmyalm.org/birmingham/,205-328-5656
Bridge Ministries - Homeless Families with Children,Trussville,alabama,"1016 19th Street South, Birmingham, AL 35205",http://www.bridgeministriesbham.org,(205) 930-0309
Brother Bryan Mission,Trussville,alabama,"1616 2nd Avenue North, Birmingham, AL 35203",http://bbmission.com/,
The Firehouse Shelter,Trussville,alabama,"1501 Third Avenue North, Birmingham, AL 35202",http://www.firehouseshelter.com/,205-252-9571
Fellowship House,Trussville,alabama,"1625 12th Avenue South, Birmingham, AL 35205",,
Changed Lives Christian Center,Trussville,alabama,"1308 26th Ave N, Birmingham , AL 35204",,
Hope House Residential Youth Shelter,Trussville,alabama,"1323 7th Avenue North, Birmingham, AL 35203",http://www.familyconnection-inc.org/,
Bread and Roses Hospitality House,Trussville,alabama,"1135 14th Avenue South, Birmingham, AL 35205",,
Aletheia House,Trussville,alabama,"201 Finley Avenue West, Birmingham, AL 35201",http://www.specialkindofcaring.org/,
Hannah Bethany Home - Womens Homeless Shelter,Trussville,alabama,"1615 Cullom Street South, Birmingham, AL 35205",,930-0144
Jimmie Hale Mission,Trussville,alabama,"420 2nd Avenue North, Birmingham, AL 35222",https://jimmiehalemission.com/,
Catholic Center of Concern,Trussville,alabama,"712 4th Court West, Birmingham, AL 35204",http://www.catholiccharitiesbhm.org/the-catholic-centers-of-concern.html,205-786-4388
Big Oak ranch Girls Facility,Trussville,alabama,"6000 Shelley Drive, Springville, AL 35147",http://www.bigoak.org,(205) 467-6226
A House of Refuge,Trussville,alabama,"285 Larocko Road, Oneonta, AL 35121",,205-274-4956
Foundry Ministries,Trussville,alabama,"1801 5th Ave N, Bessemer, AL 35020",http://www.foundryministries.com/,
Community Soup Bowl,Tuscaloosa,alabama,"1711 23rd Ave, Tuscaloosa, AL 35401",http://tuscaloosasoupbowl.com/,
Salvation Army Tuscaloosa,Tuscaloosa,alabama,"2902 Greensboro Avenue, Tuscaloosa, AL 35403",,205-345-6939
Jesus Way Homeless Shelter,Tuscaloosa,alabama,"2681 24th Street, Tuscaloosa, AL 35401",,205-759-9771
Tuscaloosa VA Medical Center Homeless Services,Tuscaloosa,alabama,"3701 Loop Road East, Tuscaloosa, AL 35404",,205-554-2000
Dent Transitional Program,Tuscaloosa,alabama,"15769 Thomas Chapel Road, Cottondale, AL 35453",http://tracydentfoundation.pledgepage.org,(205) 246-5655
Sunrise Center,Tuscumbia,alabama,"2120 West 17th Street, Sheffield, AL 35660",,
Crossroads Community Outreach,Tuscumbia,alabama,"318 S. Court Street, Florence, AL 35630",https://www.crossroadsco.org/,
Salvation Army Florence,Tuscumbia,alabama,"1601 Huntsville Road, Florence, AL 35630",http://salvationarmyalm.org/florence/services/,(256) 764-4432
Ground Zero Rescue Mission Phil Campbell,Tuscumbia,alabama,"3471 Broad Street, Phil Campbell, AL 35581",,
BRIDGES shelter for Teen Girls,Tuskegee,alabama,"206 East Oak Street, Tuskegee, AL 36083",,
House of Love and Mercy,Tuskegee,alabama,"508 Jordan Avenue, Tallassee, AL 36078",,334-283-8116
Harvest Evangelism,Tuskegee,alabama,"2510 Pepperell Pkwy, Opelika, AL 36801",http://harvestevangelism.org/,(334) 742-0777
His Place - Homeless Services and Substance Abuse Services,Tuskegee,alabama,"1415 2nd Avenue, Opelika, AL 36801",http://harvestevangelism.org,334-742-0777
Hope's Inn For Single Mothers,Valley,alabama,"PO Box 145, Lafayette, AL 36862",,334-864-0890
His Place - Homeless Services and Substance Abuse Services,Valley,alabama,"1415 2nd Avenue, Opelika, AL 36801",http://harvestevangelism.org,334-742-0777
Harvest Evangelism,Valley,alabama,"2510 Pepperell Pkwy, Opelika, AL 36801",http://harvestevangelism.org/,(334) 742-0777
Baptist Tabernacle Food Closet,Valley,alabama,"849 South Davis Road, Lagrange, GA 30241",http://www.baptisttabernacle.ws,706-882-0087
Valley Rescue Mission,Valley,alabama,"2903 Second Avenue, Columbus, GA 31902",http://www.valleyrescuemission.org/,
Open Door Community House,Valley,alabama,"2405 2nd Avenue, Columbus, GA 31901",http://opendoorcommunityhouse.org/,
Salvation Army Shelter Columbus GA,Valley,alabama,"1718 2nd Avenue, Columbus, GA 31901",,(706)327-0275
House of Restoration,Valley,alabama,"1200 12th Ct, Phenix City, AL 36869",,(334) 480-8894
Trunks of Love Lighthouse Ministries,Valley,alabama,"P.O.Box 1285, Phenix City, AL 36877",http://www.trunksoflove.org,
House of Mercy,Valley,alabama,"1532 Third Avenue, Columbus, GA 31901",http://www.houseofmercycolumbus.com/,(706)322-6463
Valley Interfaith Promise,Valley,alabama,"1214 3rd Avenue, Columbus, GA 31902",https://valleyinterfaithpromise.com,
Dent Transitional Program,Vance,alabama,"15769 Thomas Chapel Road, Cottondale, AL 35453",http://tracydentfoundation.pledgepage.org,(205) 246-5655
Tuscaloosa VA Medical Center Homeless Services,Vance,alabama,"3701 Loop Road East, Tuscaloosa, AL 35404",,205-554-2000
Salvation Army Tuscaloosa,Vance,alabama,"2902 Greensboro Avenue, Tuscaloosa, AL 35403",,205-345-6939
Community Soup Bowl,Vance,alabama,"1711 23rd Ave, Tuscaloosa, AL 35401",http://tuscaloosasoupbowl.com/,
Jesus Way Homeless Shelter,Vance,alabama,"2681 24th Street, Tuscaloosa, AL 35401",,205-759-9771
Foundry Ministries,Vance,alabama,"1801 5th Ave N, Bessemer, AL 35020",http://www.foundryministries.com/,
Catholic Center of Concern,Vance,alabama,"712 4th Court West, Birmingham, AL 35204",http://www.catholiccharitiesbhm.org/the-catholic-centers-of-concern.html,205-786-4388
Aletheia House,Vance,alabama,"201 Finley Avenue West, Birmingham, AL 35201",http://www.specialkindofcaring.org/,
Vision of Grace Transition Home,Wetumpka,alabama,"2764 Vandy Dr, Montgomery, AL 36110",http://www.visionofgracetransitionhome.org,310-925-0801
Vision of Grace Transition Home,Wetumpka,alabama,"2764 Vandy Dr, Montgomery, AL 36110",,
Renascence In Prisoner Re-entry,Wetumpka,alabama,"215 Clayton Street, Montgomery, AL 36104",http://www.halfway-home.net/main.html,334-832-1402
Montgomery Rescue Mission,Wetumpka,alabama,"17 Mildred Street, Montgomery, AL 36104",,
Salvation Army Montgomery,Wetumpka,alabama,"900 Maxwell Boulevard, Montgomery, AL 36104",http://salvationarmyalm.org/montgomery/,334.269.2018
Mary Ellen's Hearth AT Nellie Burge Community Center,Wetumpka,alabama,"1226 Clay Street, Montgomery, AL 36104",http://maryellenshearth.org/,
Family Promise of Montgomery Services,Wetumpka,alabama,"28 Crenshaw Street, Montgomery, AL 36104",,
Genesis House - Aid To Inmate Mothers,Wetumpka,alabama,"660 Morgan Avenue, Montgomery, AL 36104",http://www.inmatemoms.org,
Faith Rescue Mission,Wetumpka,alabama,"108 Camden Street, Montgomery, AL 36104",,
Friendship Mission For Men,Wetumpka,alabama,"3561 Mobile Highway, Montgomery, AL 36108",,
Return To Reality - Recovery House For Women,Wetumpka,alabama,"1000 East South Blvd, Montgomery, AL 36105",http://www.return2reality.org/,
House of Love and Mercy,Wetumpka,alabama,"508 Jordan Avenue, Tallassee, AL 36078",,334-283-8116
Shelter of Hope Salvation Army Meridian,York,alabama,"710 B Street, Meridian, MS 39301",http://salvationarmyalm.org/meridian/shelter-of-hope/,601-286-3016
